name,address,subtitle,outputaddress,gcj02_lng,gcj02_lat,wgs84_lng,wgs84_lat
上海佘山世茂洲际酒店,辰花路5888号,总签到3334人  上海市  五星级宾馆,上海市松江区辰花路5888号上海佘山世茂洲际酒店(东南门),121.156206,31.058364,121.1516653604463,31.06035488107621
汤连得(118店),伯士路57号1幢C1-101-AB1-301,总签到1262人    休闲娱乐,上海市普陀区伯士路57号1幢汤连得(118店),121.375908,31.231102,121.37127327279569,31.232951354010098
绿地・东岸涟城,马樱丹路127弄1~88号,总签到938人  上海市  住宅,上海市浦东新区马樱丹路127弄1-88号,121.919216,30.882748,121.91513623492816,30.885133143328403
上海国际舞蹈中心,延安高架路出口与水城南路交叉口西50米,总签到5336人  上海市  剧场,上海市长宁区延安高架路与水城南路上海国际舞蹈中心,121.394385,31.199244,121.38973778459008,31.20109537436637
上海滩·大宁城,中山北路899弄,总签到2018人  上海市  楼宇,上海市静安区中山北路上海滩·大宁城,121.455586,31.261355,121.45100623639246,31.263238215167124
金鹤新城水岸金桥苑,鹤霞路555弄,总签到1434人  上海市  楼宇,上海市嘉定区鹤霞路555弄金鹤新城水岸金桥苑(东门),121.315899,31.244857,121.31138228991284,31.24680072878677
万源城,古美街道平吉路509号,总签到1652人  上海市  商圈,上海市闵行区古美街道平吉路509号万源城,121.393971,31.148739,121.38932834355934,31.15061620995066
马当路,上海市卢湾区,总签到1550人  上海市  道路,上海市黄浦区马当路,121.474479,31.21903,121.46995946343499,31.220979703629954
上海长风海洋世界,大渡河路451号(长风公园地铁站2号口步行150米),月签到10人  上海市  水族馆,上海市普陀区大渡河路451号长风公园地铁站2号口上海长风海洋世界,121.396998,31.225042,121.39234768729035,31.226880284865533
紫荆广场(江浦路),控江路1628号(江浦路地铁站3号口步行60米),月签到12人  上海市  商场,上海市杨浦区控江路1628号江浦路紫荆广场(江浦路),121.516719,31.275112,121.51234382100174,31.277160772806123
穹六人间,徐汇区岳阳路150号(近永嘉路),总签到4231人  上海市  其他,上海市徐汇区岳阳路150号永嘉路穹六人间,121.452211,31.205616,121.44762729564762,31.20751746498053
阳光威尼斯AB区,桃浦路1599号,总签到543人  上海市  住宅,上海市普陀区桃浦路1599号阳光威尼斯ab区,121.368138,31.259064,121.36351159686896,31.260909982489004
国家会展中心上海洲际酒店,上海市青浦区诸光路1700号,总签到2281人  上海市  五星级宾馆,上海市青浦区诸光路1700号国家会展中心上海洲际酒店,121.301429,31.185302,121.29694801001105,31.187299533271542
上海外滩中心威斯汀大饭店,上海市黄浦区外滩街道福州路337号上海交通大学医学院附属仁济医院西院,总签到1260人  上海市  出行住宿,上海市黄浦区外滩街道街道福州路上海交通大学医学院附属仁济医院西院外滩中心威斯汀大饭店(舞台餐厅),121.486896,31.232535,121.48241765183352,31.23451377446867
万科・新里程(歌雅花园),高青路2878弄1~69号,总签到495人  上海市  住宅,上海市浦东新区高青路2878弄1-69号,121.529251,31.160509,121.52492781732562,31.162646765413356
上海外滩英迪格酒店,中山东二路585号,  上海市  五星级宾馆,上海市黄浦区中山东二路585号上海外滩英迪格酒店,121.500043,31.226144,121.49561227638333,31.228164961327174
滨浦新苑四村,浦驰南路39弄,总签到781人  上海市  住宅,上海市闵行区浦驰南路39弄滨浦新苑四村(东门),121.504695,31.065132,121.50029470062051,31.067251585095658
新外滩花苑,东大名路888弄之1-17号,总签到2001人  上海市  楼宇,上海市虹口区东大名路888弄1-17号新外滩花苑(东南1门),121.504331,31.249391,121.49991380298943,31.25141426071614
星河世纪城星月蓝湾,桃浦路368号,总签到2144人  上海市  住宅,上海市普陀区桃浦路368号星河世纪城星月蓝湾(西2门),121.395768,31.263798,121.3911146644754,31.26561920714539
东方渔人码头国际中心,平凉路街道杨树浦路1088号,月签到24人  上海市  商场,上海市杨浦区平凉路街道杨树浦路1088号东方渔人码头国际中心,121.532213,31.251967,121.52789162855744,31.254068413330938
上海柏悦酒店,世纪大道100号上海环球金融中心79-93层,月签到19人  上海市  五星级宾馆,上海市浦东新区世纪大道100号上海环球金融中心79-93层上海柏悦酒店,121.507439,31.234352,121.50303428163929,31.236391352803718
上戏实验剧院,华山路678号华景大厦F1层,月签到21人  上海市  剧场,上海市静安区华山路678号华景大厦上戏实验剧院,121.439846,31.216601,121.43523345995108,31.218473877275837
花园饭店,茂名南路58号,月签到27人  上海市  五星级宾馆,上海市黄浦区茂名南路58号,121.45991,31.219809,121.45534570885731,31.22172095633398
百联又一城购物中心,淞沪路8号,月签到18人  上海市  商场,上海市杨浦区淞沪路8号百联又一城购物中心,121.515615,31.301529,121.51123371426662,31.303563864787385
金葵新城,上海市浦东新区金葵路945弄133号,总签到1366人  上海市  住宅,上海市浦东新区金葵路945弄,121.62744,31.240301,121.62322342527443,31.242480791297528
星巴克咖啡思南公馆店,思南路50,总签到1458人  上海市  咖啡厅,上海市黄浦区思南路50号思南公馆,121.468956,31.214509,121.46441915086332,31.216446045547567
淮海坊,淮海中路899弄38号(陕西南路地铁站4号口步行80米),总签到4261人  上海市  住宅,上海市黄浦区淮海中路899弄38号陕西南路淮海坊(东门),121.461601,31.216197,121.45704185461084,31.218114710594914
新里绿地崴廉公寓,东靖路2250弄,总签到1140人  上海市  楼宇,上海市浦东新区东靖路新里绿地崴廉公寓,121.613268,31.29036,121.60905907834916,31.292531332748688
世界广场,浦东南路855号(东昌路地铁站4号口步行140米),总签到2104人  上海市  楼宇,上海市浦东新区浦东南路855号东昌路世界广场,121.514947,31.232401,121.51056920632293,31.234463423540237
黎金苑,光复西路2077弄之1-91号,总签到301人  上海市  住宅,上海市普陀区光复西路2077弄黎金苑(东南门),121.408016,31.222609,121.40336617240155,31.224448494506447
凯德七宝购物广场,七莘路3655号,总签到6443人  上海市  商场,上海市闵行区七莘路3655号凯德七宝购物广场(暂停营业),121.340738,31.164391,121.33617221717769,31.16632660582037
百联中环购物广场,真光路1288号,月签到23人  上海市  商场,上海市普陀区真光路1288号百联中环购物广场,121.384007,31.245972,121.37936237485505,31.2478072320823
上海极乐汤碧云温泉酒店,新金桥路600号(台儿庄路地铁站2号口步行450米),总签到2049人  上海市  休闲娱乐,上海市浦东新区新金桥路600号台儿庄路上海极乐汤碧云温泉酒店,121.600469,31.250337,121.59626641282122,31.252530338402696
上海虹桥康得思酒店,申虹路333号,月签到24人  上海市  五星级宾馆,上海市闵行区申虹路333号上海虹桥康得思酒店,121.316188,31.194902,121.31167492588692,31.19686872756022
泰康路田子坊艺术街,泰康路210弄,总签到4566人  上海市  文化宫,上海市黄浦区泰康路210弄田子坊,121.468662,31.208197,121.46412477559882,31.21013630073301
上海康桥万豪酒店,康新公路4499号,月签到10人  上海市  旅馆招待所,上海市浦东新区康新公路4499号上海康桥万豪酒店,121.618757,31.11746,121.61455878114927,31.119710491044554
仙乐斯广场,南京西路388号(人民广场地铁站11号口步行270米),月签到13人  上海市  商场,上海市黄浦区南京西路388号人民广场地铁站11号口仙乐斯广场,121.468939,31.231482,121.46440063724792,31.233411044831122
上海绿地万豪酒店,江滨路99号,总签到6626人  上海市  五星级宾馆,上海市黄浦区江滨路99号上海绿地万豪酒店,121.472959,31.191853,121.4684368432782,31.193811713572995
天馨花园,蕰川路1498弄,月签到10人  上海市  住宅,上海市宝山区蕰川路1498弄天馨花园(东南2门),121.428942,31.36079,121.42429834603222,31.362589282528123
南京市,上海市静安区芷江西路街道南北高架路精文城市家园,总签到542人  上海市  江苏菜,上海市静安区芷江西路街道街道南北高架路精文城市家园,121.464551,31.247841,121.45999779887445,31.249751393775682
恒信家园,朱行镇恒康路,总签到491人  上海市  住宅,上海市金山区朱行镇恒康路恒信家园,121.337343,30.854789,121.33281119811157,30.8569085553886
报国寺,朱家角镇西淀山湖畔淀峰村452号,总签到467人  上海市  寺庙道观教堂,上海市青浦区朱家角镇西淀山湖畔淀峰村452号报国寺,120.981409,31.089699,120.97710471934793,31.09185350115383
上海外国语大学虹口校区生活区,东体育会路411号,总签到1734人  上海市  住宅,上海市虹口区东体育会路411号上海外国语大学虹口校区,121.483354,31.277067,121.47885946546099,31.2790158995249
SKYRING屋顶摩天轮,上海市西藏北路166号上海大悦城北座楼顶,总签到3061人  上海市  公园,上海市静安区西藏北路166号上海大悦城(2期)北座摩天轮(上海大悦城北座店),121.472061,31.244533,121.46753141908805,31.24646438693813
上海万达瑞华酒店,中山东二路538号,月签到15人  上海市  五星级宾馆,上海市黄浦区中山东二路538号上海万达瑞华酒店,121.496702,31.227796,121.49225906856066,31.229806149681938
新大陆广场,南泉北路528号(商城路地铁站2号口步行260米),月签到14人  上海市  商场,上海市浦东新区南泉北路528-1号商城路新大陆广场,121.518765,31.229369,121.51440080700337,31.23144385494133
SMG广电大厦,南京西路651号(南京西路地铁站5号口步行290米),月签到13人  上海市  楼宇,上海市静安区南京西路651号南京西路地铁站5号口SMG广电大厦,121.464992,31.230253,121.46044163736562,31.232172486693685
珠江创意中心,灵石路695号,月签到10人  上海市  楼宇,上海市静安区灵石路695弄珠江创意中心,121.449459,31.284294,121.44486168284058,31.28615453612378
上海静安瑞吉酒店,北京西路1008号(南京西路地铁站1号口步行450米),月签到33人  上海市  五星级宾馆,上海市静安区北京西路1008号南京西路站(13号口) 1号上海静安瑞吉酒店,121.456244,31.23124,121.45166860340612,31.233138157438027
华东花苑,罗城路799弄,总签到541人  上海市  住宅,上海市徐汇区罗城路799弄华东花苑(西北门),121.433733,31.148385,121.42911525138143,31.150282822134248
金桥国际商业广场,张杨路3611号(金桥路地铁站3号口步行220米),月签到31人  上海市  商场,上海市浦东新区金桥路地铁站3号口金桥镇国际,121.57868,31.256087,121.57446332964253,31.25826997089724
上大阳光乾宁园,上大路218弄1-67号,总签到328人  上海市  住宅,上海市宝山区上大路218弄1-67号上大阳光乾宁园(西门),121.402601,31.311357,121.39794249973473,31.313157956970425
金陵东路渡口(轮渡站),中山东二路(外滩)141,总签到1226人  上海市  港口码头,上海市黄浦区中山东二路外滩141号金陵东路渡口(轮渡站),121.493308,31.232381,121.4888524674771,31.23437885868032
浦江智汇园,联航路1399弄1-35号,总签到1056人  上海市  住宅,上海市闵行区联航路1399弄1-35号浦江智汇园(西北门),121.52005,31.077019,121.51570304381268,31.079176900493373
西郊庄园,上海市闵行区,总签到1466人  上海市  住宅,上海市闵行区西郊庄园(保乐路),121.283717,31.197585,121.27926597742082,31.199601912715757
捷豹上海交响音乐厅,复兴中路1380号(常熟路地铁站4号口步行450米),总签到4948人  上海市  音乐厅,上海市徐汇区复兴中路1380号常熟路捷豹上海交响音乐厅,121.451646,31.211519,121.44706036411019,31.213416434570696
香港广场购物中心,淮海中路283号,总签到2246人  上海市  商场,上海市黄浦区淮海中路283号香港广场购物中心,121.475147,31.222889,121.47062932753396,31.2248387227896
上海建国宾馆,上海市徐汇区漕溪北路439号上海建国宾馆有限公司,总签到2955人  上海市  四星级宾馆,上海市徐汇区漕溪北路439号上海建国宾馆,121.438168,31.189751,121.43355455224246,31.191634214628806
武定坊,武定路600弄之1-36号,总签到856人  上海市  住宅,上海市静安区武定路600弄1-36号武定坊(西南门),121.4491,31.232923,121.44450627472973,31.234805169681835
宝宸怡景园,三泉路1859弄1-132号,总签到1619人  上海市  住宅,上海市宝山区三泉路1859弄1-132号宝宸怡景园(西南门),121.43298,31.3306,121.42834515979776,31.332414750975705
中信广场,四川北路859号(近海宁路),总签到2654人  上海市  商场,上海市虹口区四川北路859号,121.484254,31.248357,121.47976505104488,31.250320892520655
上海大厦-外滩,北苏州路20号,月签到338人  上海市  出行住宿,上海市虹口区北苏州路20号上海大厦,121.489912,31.244415,121.4854433086438,31.246397273420296
上海绿城,锦和路99弄1-127、133号,总签到2308人  上海市  住宅,上海市浦东新区锦和路99弄上海绿城,121.533312,31.205126,121.52899800859137,31.207251958912742
太平湖,湖滨路168号,总签到5772人  上海市  景点,上海市黄浦区湖滨路168号太平湖,121.477885,31.219851,121.47337669727864,31.221809764569606
龙漕路(地铁站),(在建)23号线;12号线;3号线,总签到2673人  上海市  地铁站,上海市徐汇区龙漕路(地铁站),121.444383,31.169458,121.43978396946422,31.17136204383787
万科城市花园,七莘路3333,总签到3034人  上海市  住宅,上海市闵行区七莘路万科,121.314332,31.196156,121.30982292586393,31.198125544114927
东方曼哈顿,虹桥路128号-168号(徐家汇地铁站1号口步行470米),总签到1199人  上海市  住宅,上海市徐汇区虹桥路128号徐家汇徐汇东方曼哈顿,121.433509,31.19148,121.4288871405189,31.193355455152133
上海宝华万豪酒店,广中西路333号,月签到13人  上海市  五星级宾馆,上海市静安区广中西路333号上海宝华万豪酒店,121.445952,31.280047,121.4413468636104,31.28190243952215
银都苑西区,银都路3118弄8~10区,总签到433人  上海市  住宅,上海市闵行区银都路三一一八弄8区银都苑西区,121.393531,31.094986,121.38889319545774,31.09689258547344
正大广场,陆家嘴西路168号(陆家嘴地铁站1号入口步行250米),月签到139人  上海市  商场,上海市浦东新区陆家嘴西路168号陆家嘴正大广场,121.49917,31.236752,121.49473521891359,31.23876544344867
海底捞火锅(长寿路店),长寿路468号中环大厦4层(长寿路地铁站1号口旁),总签到7390人  上海市  火锅店,上海市普陀区长寿路街道468号长寿路地铁站1号口海底捞火锅(长寿路店),121.436819,31.240117,121.43219867571068,31.241974171519356
海底捞火锅(吴中路店),吴中路1100号天弘商务楼1-2层,总签到748人  上海市  火锅店,上海市闵行区吴中路1100号天弘商务楼1-2层海底捞火锅(吴中路店),121.386656,31.177344,121.38201516432561,31.179210162841667
上海世茂皇家艾美酒店,上海市黄浦区南京东路789号,  上海市  五星级宾馆,上海市黄浦区南京路步行街789号,121.47577,31.234402,121.4712533965889,31.23634810369879
复旦大学邯郸校区北苑学生生活园区,武东路57号,总签到3605人  上海市  住宅,上海市杨浦区武东路57号复旦大学邯郸校区北苑学生生活园区(西北门),121.495607,31.302839,121.49115372479952,31.304813720886724
广海花园,七莘路2315弄,总签到589人  上海市  住宅,上海市闵行区七莘路广海花园,121.35437,31.144981,121.34977753380578,31.14690276031859
上海国家会计学院,盈港东路777号,月签到25人  上海市  高校,上海市青浦区盈港东路777号上海国家会计学院,121.291229,31.177703,121.28676761220606,31.17971999021023
长海新村,中原路32弄之1-85号(翔殷路地铁站1号口步行390米),总签到429人  上海市  住宅,上海市杨浦区中原路32弄翔殷路长海新村(西门),121.532365,31.308918,121.52803932564173,31.31099626867074
上海锦江汤臣洲际大酒店,张杨路777号,月签到22人  上海市  五星级宾馆,上海市浦东新区张杨路777号上海锦江汤臣洲际大酒店,121.521703,31.229468,121.51734890310594,31.23155114779787
交通银行总行数据中心,上海卡园一路188号,总签到216人  上海市  未知分类,上海市浦东新区卡园一路188号,121.662931,31.239748,121.6586576099441,31.241871318864895
锦鸿公寓,益文路101弄1-3号,总签到265人  上海市  住宅,上海市闵行区益文路101弄1-3号锦鸿公寓(东北2门),121.411426,31.136886,121.40678500970354,31.138769787480562
玩具总动员酒店,申迪西路360号,总签到4246人  上海市  四星级宾馆,上海市浦东新区申迪西路360号玩具总动员酒店,121.653311,31.139409,121.64906392789591,31.141599755717202
昌鑫世纪园,通河路129弄1-33号,总签到216人  上海市  住宅,上海市宝山区通河路129弄昌鑫世纪园(南门),121.451625,31.327375,121.44702926756936,31.329223337265958
海军军医大学第三附属医院(杨浦院区),长海路225-1号附近,月签到16人  上海市  医院,上海市杨浦区长海路225-1号海军军医大学第三附属医院(杨浦院区),121.530087,31.310112,121.52575396041904,31.312183863153322
锦江乐园,虹梅路201号,月签到39人  上海市  游乐场,上海市闵行区虹梅路201号锦江乐园,121.408838,31.139688,121.40419566429863,31.141569398765114
三航小区,浦东南路595弄1-29号,总签到627人  上海市  住宅,上海市浦东新区三航小区1-29号三航小区(西南1门),121.512161,31.235966,121.5077730415824,31.238018622700938
上海音乐厅,延安东路523号(大世界地铁站3号口步行100米),月签到18人  上海市  音乐厅,上海市黄浦区延安东路523号大世界(地铁站)3号口,121.479191,31.22675,121.47468650989326,31.228709211992037
上海海洋大学杨浦区军工路校区,上海市杨浦区军工路334号,总签到2242人  上海市  高校,上海市杨浦区军工路上海海洋大学(军工路校区)军工路校区,121.557207,31.295113,121.55295021028232,31.297251375256394
凯德龙之梦A座,西江湾路388号(虹口足球场地铁站出入口旁),月签到31人  上海市  楼宇,上海市虹口区花园路388凯德,121.478311,31.270786,121.47379975925843,31.27272314205514
纯K(打浦桥店),徐家汇路618号日月光中心3层A区,月签到10人  上海市  KTV,上海市黄浦区徐家汇路618号日月光日月光中心3f层纯K(打浦桥店),121.467586,31.207101,121.4630455317196,31.209038036536136
新理想花园,上海市松江区荣乐西路768号,总签到1551人  上海市  楼宇,上海市松江区荣乐西路768号新理想花园(西门),121.195872,31.018584,121.19141312911543,31.020670457757756
玉兰香苑,盛夏路109弄益江路126弄益江路286弄,月签到15人  上海市  住宅,上海市浦东新区盛夏路109弄益江路126弄,121.633199,31.201265,121.62897867054896,31.203455951432044
爱博二村,申滨路1051弄,月签到27人  上海市  住宅,上海市闵行区申滨路1051弄爱博二村(3号门),121.307541,31.205153,121.30304580596295,31.20713037135804
交通大学闵行校区-图书馆,上海市闵行区东川路800号上海交通大学内,总签到5541人  上海市  图书馆,上海市闵行区东川路800号上海交通大学闵行校区(北3门),121.440865,31.033205,121.43627035113838,31.03517815529681
上海外滩茂悦大酒店,黄浦路199号,  上海市  五星级宾馆,上海市虹口区黄浦路199号上海外滩茂悦大酒店(装修中),121.492944,31.245426,121.48848605011042,31.247416844628688
