name,adress,divisions,lng,lat
杰瑞礼五金机电商城(当代云谷店),武汉东湖新技术开发区佛祖岭三路与港边田一路交叉路口当代云谷商铺3号,江夏区,114.46708947002632,30.45395834728182
万达广场(孝感店),孝武大道特1号,孝南区,113.9512970312335,30.903147906207813
吾悦广场(孝感店),乾坤大道133号,孝南区,113.96088872676488,30.920765115760823
省外贸商场,江汉北路与渣家左路交叉口东20米,江岸区,114.27668464686994,30.59031553281705
万达广场,赤壁二路39号,黄州区,114.8988992672364,30.46320936289344
德万家居饰品商城,民主一路36号(小东门地铁站C口步行370米),武昌区,114.31441554025832,30.548455349556967
银泰百货,天仙北路26号,孝南区,113.93842542912314,30.932907302619476
金诚心商城(五洲店),汉口北大道五洲国际建材城,黄陂区,114.37691895550692,30.72033059513327
乾坤购物,乾坤大道8号,孝南区,113.93792720853656,30.920269610710328
保丽国际广场,长征路23号,孝南区,113.91970435593612,30.923566015715952
好邻居五金商城(碧桂园海昌天澜3期店),碧桂园海昌天澜3期西北门旁,东西湖区,114.26585090477668,30.661288705810307
仓埠商场,仓埠街武滨南路1号,新洲区,114.59874049150253,30.83708708104206
黄商团风购物中心,团风镇,团风县,114.86733838488256,30.64008307152911
暨济商城5街(暨济皮具城店),沿河大道190号暨济商城F1层,硚口区,114.27047642208248,30.565585243626504
暨济商城3街,石码头正巷与交通路交叉口北80米,硚口区,114.27064936172673,30.56534016561087
居然之家(湖北黄冈家居生活MALL店),八一路56号,黄州区,114.87417330747176,30.45176079944853
贵夫人女士精品服饰商场(单行道潮流百货店),黄鹤楼街办事处解放路338号,武昌区,114.29306667689583,30.54382561246434
银泰城,天仙北路26号,孝南区,113.93842742658562,30.932905300113717
银泰城,天仙北路26号,孝南区,113.93842742658562,30.932905300113717
黄商购物中心,东门路18号,黄州区,114.8793762127716,30.4559119967138
黄州商城,东门路28附近,黄州区,114.88225992799792,30.457399525285265
乾坤新城,长征南路9号,孝南区,113.91433082679715,30.914493323588832
汉海国际广场,西正街火猴山公园对面,汉川市,113.82900254596346,30.647608100494157
红万家购物广场,创业街1东南方向50米,红安县,114.56598473891742,31.056892684445
中百仓储汉川购物广场,仙女大道184号,汉川市,113.8251811963914,30.66327104254073
吾悦广场(鄂州店),鄂东大道19号,鄂城区,114.91892243209278,30.39518062767877
国酒商城(福莱中心店),友谊大道福莱中心8号楼,武昌区,114.31585341248874,30.569458233616867
南浦国际广场,南浦路56号(雅惠总部斜对面),鄂城区,114.88126069306152,30.4046008026295
东星商城,5丰街73号,东西湖区,114.1342085682317,30.62509780282545
吉盛家具批发商城(华城新都店家具批发储物柜定做),华城新都小区进口中百超市旁,洪山区,114.38838783536468,30.50334259519697
银泰百货(国贸店),南浦路特1号,鄂城区,114.87975407571383,30.40018366510499
黄冈贸易广场,明珠大道,黄州区,114.90806132358448,30.46902207908369
中商百货折扣店(赤壁大道店),[],黄州区,114.87545967238133,30.44926854554025
孝感商场,北正街1号,孝南区,113.90648891883237,30.922247770331108
既济商城皮草屋(暨济商城店),沿河大道既济商城1层5街14、16号,硚口区,114.27050241619926,30.56551224491759
百佳宏业商城,城站路60号,孝南区,113.91620679585964,30.932963922136278
黄商购物中心(东方名都店),东门路91-88号,黄州区,114.89589239182014,30.46791123966528
驰恒国际广场,鄂东大道与滨湖东路路口,鄂城区,114.909758195294,30.394298055580684
既济内衣商城(既济电力商城店),沿河大道190号暨济商城F1层,硚口区,114.26959473548878,30.566555725243912
瑞天广场,明珠大道28号,黄州区,114.91961030034297,30.446191932078424
恒鑫测绘仪器商场(中南规划设计院小区店),中南一路66号(中南路地铁站B口步行430米),武昌区,114.32295821662964,30.542177163609686
全洲国际商城,全洲路锦华苑小区交通大道东侧约30米,孝南区,113.91766341855526,30.943578347874038
新世界购物中心,明塘路46号,鄂城区,114.88113873501896,30.403175008208414
宋埠广场,宋埠大道与群益路交叉口北80米,麻城市,114.79128466319185,31.063346850683477
黄商购物中心(胜利街店),胜利街80号,黄州区,114.87241864912146,30.451349254209035
既济内衣商城(既济电力商城店),沿河大道190号暨济商城,硚口区,114.27014262613146,30.565002769241545
闽都购物广场,马口镇朝阳路158号,汉川市,113.83645162150556,30.5680344253419
鄂州市吴都新百佳购物广场,吴都阳光北1-10,鄂城区,114.89981584950247,30.36836827332942
温州商贸城,宝塔大道68号,黄州区,114.8750744903458,30.435256521354003
阳光购物中心,淋山河镇淋山河大道山河市场,团风县,114.88700234515332,30.74332295958437
中国麻将机商城(白玉路店),白玉路4北100米,青山区,114.47527652858572,30.60834504075894
六号门商场,宁安路40号6层,黄陂区,114.37143462904451,30.871407127486407
烟酒商城,南京路18号,江岸区,114.2914183914528,30.58157178065802
武汉汉口商场(香江家居店),汉西三路与南泥湾大道交叉口东北200米,硚口区,114.21669333787254,30.60169254674143
鄂州正阳广场,武昌大道242号,鄂城区,114.87538919938588,30.405805132592132
龙成购物中心(华夏龙成店),107国道与黄孝路交汇处华夏龙成,孝南区,113.94347102841157,30.955512262446888
六和商场,前川大道201号,黄陂区,114.37214825378884,30.870427973209367
华兴商城,兴新街116号,江夏区,114.31325554582368,30.3497089976672
绿地工博汇 工业品(华中)国际博览商场,国博大道与正平街交叉口绿地工博汇(武汉国际博览中心西北门),汉阳区,114.2344490636418,30.513497586874653
七一商场,胜利街80号,黄州区,114.87237957230622,30.45180510447385
时代购物中心(毛陈店),汉丹街与龙宫路交汇处西50米,孝南区,113.9707655046046,30.86383433008873
盛地广场,红华路27号盛地沃尔玛4楼东南方向20米,红安县,114.60164999750717,31.286605767777928
百尚购物广场,武昌大道西50米,鄂城区,114.90605217868196,30.402524315526247
南方国际商贸城(K区),四和路(南方国际商城内),孝南区,113.93462843029872,30.89669613730489
奓山商场,泉西路76号,蔡甸区,114.00626901566632,30.45200403067493
星空微尘数字商城,[],江夏区,114.44714454671652,30.421429459706463
李集中心商场,影院街2号,新洲区,114.66905229629845,30.875813347129
马口商业广场,马口镇,汉川市,113.82501718707344,30.566583791697813
盛世商城,双风大道490号长江钢材五金批发隔壁,黄陂区,114.37062466498814,30.87718863775516
雅马哈乐器商城,黄鹤楼街办事处大成路43号附1号,武昌区,114.29489650898944,30.54258809158336
三民家具商场,民族路61号,江汉区,114.27965298003764,30.572011807880127
孝商集团天桥商场,城站路58号,孝南区,113.90775409664964,30.923107652741024
龙成购物中心,人民路与小康路交叉口东北80米,孝南区,114.1276156456292,30.841916546453398
城市中央广场,东吴路与复兴大道交叉口东北120米,孝南区,113.95857977979864,30.920581128741382
黄石港万达广场,花湖大道30号,黄石港区,115.05448150332782,30.245819327354283
黄石团城山万达广场,广州路30号,下陆区,114.99744320937944,30.18860903962464
万华休闲购物广场,黄州区经济开发区新港大道27号(东坡小学正对面),黄州区,114.90585129807091,30.46304264651528
泰富广场,新庙镇滨湖东路61号,鄂城区,114.9085235881252,30.377034893683508
